Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of cell-matrix adhesion (GO:0001952)	9/65	6.497424053321547E-4	0.020254469981604285	0	0	4.19232822204969	30.76722253062935	SFRP1;ROCK1;ROCK2;PTK2B;EMP2;SEMA3E;VCL;CLASP1;PTK2
regulation of G0 to G1 transition (GO:0070316)	7/41	7.199794339993642E-4	0.022105799563921946	0	0	5.362147297943568	38.80204166509893	RAD51;CHEK1;E2F1;DAB2IP;BRCA1;EZH2;RHNO1
fatty-acyl-CoA biosynthetic process (GO:0046949)	6/30	7.22768276920335E-4	0.022105799563921946	0	0	6.5057510148849795	47.05233604679439	ACSL1;ELOVL5;ELOVL2;ACSL5;ACSL4;ACSL3
cell cycle checkpoint signaling (GO:0000075)	4/12	7.441004977901786E-4	0.022131869851704213	0	0	12.987179487179487	93.55099746779355	WEE1;BUB1B;NABP1;ZWINT
negative regulation of cell division (GO:0051782)	4/12	7.441004977901786E-4	0.022131869851704213	0	0	12.987179487179487	93.55099746779355	BLM;ORC6;E2F7;E2F8
negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548)	4/12	7.441004977901786E-4	0.022131869851704213	0	0	12.987179487179487	93.55099746779355	ATP2B4;DAB2IP;XDH;DCN
regulation of cyclin-dependent protein kinase activity (GO:1904029)	8/54	8.150494012270193E-4	0.024021728716163603	0	0	4.532829921538553	32.23867323990246	CDKN1C;CCND3;BLM;CCNE1;CDC6;CDC25C;PKMYT1;CDC25A
negative regulation of cell communication (GO:0010648)	5/21	8.756749567985426E-4	0.025347662588757817	0	0	8.124577702702704	57.201215976162715	UBASH3B;KIF26A;HHIP;IGFBP3;PTK6
regulation of cell-substrate junction assembly (GO:0090109)	5/21	8.756749567985426E-4	0.025347662588757817	0	0	8.124577702702704	57.201215976162715	ROCK1;ROCK2;PTK2;CLASP1;VCL
hepatocyte differentiation (GO:0070365)	3/6	9.462595523548845E-4	0.0264463230063322	0	0	25.946091644204852	180.66247157638946	ANXA1;E2F7;E2F8
maintenance of DNA repeat elements (GO:0043570)	3/6	9.462595523548845E-4	0.0264463230063322	0	0	25.946091644204852	180.66247157638946	MSH6;RMI2;MSH2
medium-chain fatty acid biosynthetic process (GO:0051792)	3/6	9.462595523548845E-4	0.0264463230063322	0	0	25.946091644204852	180.66247157638946	OLAH;ACOT7;ABHD2
regulation of cell cycle checkpoint (GO:1901976)	3/6	9.462595523548845E-4	0.0264463230063322	0	0	25.946091644204852	180.66247157638946	RFWD3;CRY1;WDR76
long-chain fatty acid metabolic process (GO:0001676)	10/83	0.0010119126684442737	0.027276512438999118	0	0	3.575062901873078	24.653322768888003	HPGD;ACSL1;ELOVL5;ACOX1;ELOVL2;ACSL5;HSD17B4;ACSL4;ACSL3;ALOX15B
chromatin remodeling at centromere (GO:0031055)	6/32	0.0010354185716791536	0.027276512438999118	0	0	6.004684084521703	41.26989057807899	HELLS;CENPV;CENPH;MIS18BP1;HJURP;CENPN
DNA damage checkpoint signaling (GO:0000077)	6/32	0.0010354185716791536	0.027276512438999118	0	0	6.004684084521703	41.26989057807899	BRIP1;CHEK1;E2F1;INTS7;CLSPN;RHNO1
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)	6/32	0.0010354185716791536	0.027276512438999118	0	0	6.004684084521703	41.26989057807899	KANK2;SFRP1;CRY2;CRY1;NR0B1;BRCA1
negative regulation of cell population proliferation (GO:0008285)	27/379	0.0010421930712735525	0.027276512438999118	0	0	2.019423429982274	13.86622571209287	CDKN1C;KANK2;FRZB;E2F1;PTK2B;JAK2;TNS2;E2F7;LYN;IGFBP5;KDM2B;IGFBP3;ITGA1;P3H2;DAB2IP;HMGA1;CDC6;SOD2;ALOX15B;GREM1;SFRP4;MN1;SFRP1;SFRP5;COPS8;PLPP1;GSDME
telomere maintenance (GO:0000723)	8/56	0.0010424515119226018	0.027276512438999118	0	0	4.343509724106739	29.823320104433975	POLD3;RECQL4;BLM;PCNA;RAD51;XRCC3;RPA1;DNA2
kinetochore organization (GO:0051383)	4/13	0.0010432719131511076	0.027276512438999118	0	0	11.54355975408607	79.2510793408656	CDT1;CENPH;NUF2;DLGAP5
mitotic DNA integrity checkpoint signaling (GO:0044774)	4/13	0.0010432719131511076	0.027276512438999118	0	0	11.54355975408607	79.2510793408656	CDC6;CLSPN;TOPBP1;TICRR
negative regulation of biomineral tissue development (GO:0070168)	5/22	0.0010987882713970802	0.028271996633883606	0	0	7.646263910969793	52.09818065601112	SRGN;GREM1;ROCK1;ROCK2;PTK2B
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	5/22	0.0010987882713970802	0.028271996633883606	0	0	7.646263910969793	52.09818065601112	BUB1B;TTK;KNTC1;FBXO5;ZWINT
regulation of cell cycle G2/M phase transition (GO:1902749)	10/85	0.0012181135972873594	0.031095466790595428	0	0	3.4793650793650794	23.348111828844466	PLK4;HAUS8;ATAD5;TUBB;CENPJ;CEP70;CDK2;NEK2;TUBA4A;CLASP1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	9/71	0.0012420079534008874	0.03145773269473185	0	0	3.7854356591865357	25.328448007310655	KANK2;CCND3;ADAM17;WEE1;ANXA1;RBL1;E2F1;UBE2E2;E2F7
amino acid transmembrane transport (GO:0003333)	7/45	0.0012777103867864504	0.03211114010823001	0	0	4.796712309228355	31.958985853115696	SLC6A6;SLC25A18;SLC7A7;SLC7A8;SFXN3;SLC7A11;SLC25A12
mitotic cell cycle checkpoint signaling (GO:0007093)	5/23	0.001361381844291785	0.03343636317571187	0	0	7.221096096096096	47.653854756635695	WEE1;CHEK1;BUB1B;NABP1;ZWINT
positive regulation of cell cycle G2/M phase transition (GO:1902751)	5/23	0.001361381844291785	0.03343636317571187	0	0	7.221096096096096	47.653854756635695	ATAD5;FBXO5;CDC25C;DTL;CDC25A
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	5/23	0.001361381844291785	0.03343636317571187	0	0	7.221096096096096	47.653854756635695	SOCS3;IFNGR1;STAT1;JAK2;JAK1
negative regulation of epithelial cell proliferation (GO:0050680)	9/72	0.001373467302661203	0.033479556355094885	0	0	3.7251552795031055	24.550326154810026	CDKN1C;SFRP1;SPARC;STAT1;ATOH8;KLF9;DAB2IP;PTPRM;XDH
negative regulation of angiogenesis (GO:0016525)	10/87	0.0014573478401001647	0.0350467938290373	0	0	3.3886385723120416	22.131662905177333	SPARC;ROCK1;ROCK2;STAT1;ATP2B4;DAB2IP;PTPRM;E2F2;SEMA3E;DCN
regulation of double-strand break repair via homologous recombination (GO:0010569)	7/46	0.001459382222985822	0.0350467938290373	0	0	4.6734764783545275	30.516595963351495	POLQ;RMI2;PARPBP;RAD51;FIGNL1;CHEK1;TIMELESS
bleb assembly (GO:0032060)	3/7	0.0016101356327644961	0.03755438648505393	0	0	19.45855795148248	125.14648684345708	PMP22;EMP1;EMP2
calcium ion export (GO:1901660)	3/7	0.0016101356327644961	0.03755438648505393	0	0	19.45855795148248	125.14648684345708	ATP2B4;ATP2B1;SLC8B1
G-quadruplex DNA unwinding (GO:0044806)	3/7	0.0016101356327644961	0.03755438648505393	0	0	19.45855795148248	125.14648684345708	BLM;DDX11;DNA2
lipoxin biosynthetic process (GO:2001301)	3/7	0.0016101356327644961	0.03755438648505393	0	0	19.45855795148248	125.14648684345708	HPGD;ALOX5AP;ALOX15B
heterochromatin assembly (GO:0031507)	5/24	0.0016674836372973854	0.03812657418065139	0	0	6.840682788051209	43.75601422821924	HELLS;CENPV;ZNFX1;POLE3;HMGA1
mitotic nuclear division (GO:0140014)	9/74	0.0016699486531932444	0.03812657418065139	0	0	3.610158862876254	23.086830184737824	DSN1;KIF18A;KIF18B;SPAG5;NCAPG2;SMC1A;SMC4;CLASP1;ZWINT
sphingolipid biosynthetic process (GO:0030148)	9/74	0.0016699486531932444	0.03812657418065139	0	0	3.610158862876254	23.086830184737824	ELOVL5;SMPD1;ELOVL2;SGMS2;ABCA8;A4GALT;CYP4F22;SGPP2;PLPP1
positive regulation of cell cycle G1/S phase transition (GO:1902808)	6/35	0.0016869994955547966	0.03824652003208846	0	0	5.382669964070739	34.367291503149886	CCND3;ADAM17;ANXA1;UBE2E2;FAM83D;EZH2
positive regulation of DNA biosynthetic process (GO:2000573)	8/61	0.0018363613659671634	0.04069113066942527	0	0	3.9327206164716726	24.77601869198579	RFC5;GREM1;RFC3;RFC4;PCNA;RFC2;DSCC1;NEK2
nucleotide-excision repair (GO:0006289)	11/105	0.0018440169297348702	0.04069113066942527	0	0	3.0548292654646647	19.232621500207294	RFC5;POLD3;POLA1;BRIP1;RFC3;RFC4;PCNA;RFC2;RPA1;COPS8;POLE
regulation of mitotic cell cycle phase transition (GO:1901990)	16/188	0.001844689658162094	0.04069113066942527	0	0	2.4350655565125847	15.329819389390245	PLK4;TUBB;BUB1B;CDC6;TUBA4A;ANLN;HAUS8;HECW2;CENPJ;CEP70;CDK2;E2F1;KNTC1;NEK2;FBXO5;CLASP1
lipoxygenase pathway (GO:0019372)	4/15	0.0018767472748018371	0.04069113066942527	0	0	9.443749233222917	59.289889731655315	HPGD;PON2;ALOX5AP;ALOX15B
cellular response to alcohol (GO:0097306)	7/48	0.0018826864899487324	0.04069113066942527	0	0	4.445039328442065	27.892868655239543	BLM;GOLPH3;SFRP1;RAD51;CDH1;KLF9;BRCA1
myelination (GO:0042552)	7/48	0.0018826864899487324	0.04069113066942527	0	0	4.445039328442065	27.892868655239543	MARVELD1;PARD3;ADGRG6;PMP22;TNFRSF21;BCAS1;B4GALT5
negative regulation of mitotic cell cycle (GO:0045930)	7/48	0.0018826864899487324	0.04069113066942527	0	0	4.445039328442065	27.892868655239543	CDKN1C;TOM1L2;WEE1;CHEK1;BUB1B;NABP1;ZWINT
negative regulation of signaling (GO:0023057)	5/25	0.0020211988915489008	0.043395541764248584	0	0	6.4983108108108105	40.315938975664636	UBASH3B;KIF26A;HHIP;IGFBP3;PTK6
regulation of intracellular signal transduction (GO:1902531)	29/437	0.002042273231441024	0.043559538265340786	0	0	1.8709709442436193	11.588217325036716	BLM;ITSN1;PRKAG2;BRCA1;AKAP12;BRIP1;RHOT1;EXO1;CHEK1;TOPBP1;FAM83D;BARD1;LYN;RFC5;RMI2;SUPT16H;RFC3;RFC4;RFC2;USP2;DAB2IP;RPA1;ARHGAP29;VAV2;TRAF3;CDK2;DNA2;SQSTM1;RHNO1
response to calcium ion (GO:0051592)	11/107	0.002145211577579657	0.04545605185956371	0	0	2.990874772933697	18.377481168006124	FGB;FGA;STIM1;SYT1;SMPD1;ALOX5AP;IQGAP1;SYT13;SLC25A12;KCNH1;SEC31A
positive regulation of exocytosis (GO:0045921)	6/37	0.0022686232399019746	0.047758938595858454	0	0	5.034877122528264	30.65526289375925	FGB;FGA;SDC4;RAB3D;STXBP5;CLASP1
negative regulation of blood vessel morphogenesis (GO:2000181)	9/78	0.0024160889775992943	0.05013233580549235	0	0	3.400165406427221	20.48805425560125	SPARC;ROCK1;ROCK2;STAT1;ATP2B4;DAB2IP;PTPRM;SEMA3E;DCN
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	5/26	0.0024266890344772298	0.05013233580549235	0	0	6.188545688545688	37.262641410490055	CCND3;ADAM17;ANXA1;UBE2E2;CDC6
mitotic sister chromatid cohesion (GO:0007064)	4/16	0.002429189501372769	0.05013233580549235	0	0	8.656320287899236	52.11275875877538	CDCA5;DSCC1;HASPIN;SMC1A
cellular response to interleukin-21 (GO:0098757)	3/8	0.0025050704504903645	0.05013233580549235	0	0	15.566037735849056	93.23182447615731	STAT1;STAT4;JAK1
interleukin-21-mediated signaling pathway (GO:0038114)	3/8	0.0025050704504903645	0.05013233580549235	0	0	15.566037735849056	93.23182447615731	STAT1;STAT4;JAK1
lipid import into cell (GO:0140354)	3/8	0.0025050704504903645	0.05013233580549235	0	0	15.566037735849056	93.23182447615731	ACSL1;SPX;ACSL3
negative regulation of mitotic nuclear division (GO:0045839)	3/8	0.0025050704504903645	0.05013233580549235	0	0	15.566037735849056	93.23182447615731	TOM1L2;CHEK1;FBXO5
negative regulation of osteoblast proliferation (GO:0033689)	3/8	0.0025050704504903645	0.05013233580549235	0	0	15.566037735849056	93.23182447615731	GREM1;MN1;SFRP1
negative regulation of G0 to G1 transition (GO:0070317)	6/38	0.0026105111414954033	0.051921945525939255	0	0	4.87728349120433	29.01110271466959	RAD51;CHEK1;E2F1;DAB2IP;BRCA1;EZH2
positive regulation of developmental process (GO:0051094)	15/177	0.002629416816393577	0.051979081211877914	0	0	2.421740233384069	14.387542259178655	PHLDB1;EDN3;FZD4;ZBTB16;DAB2IP;LRP8;DCN;RPS6KA3;SLC6A6;BASP1;ADGRL1;FBXO5;PHLDB2;CLASP1;B4GALT5
response to tumor necrosis factor (GO:0034612)	11/110	0.002670758263660612	0.05247635327750124	0	0	2.899788071450197	17.182383513809512	GGT5;SFRP1;SMPD1;DAB2IP;TNFRSF11A;BRCA1;JAK2;TNFRSF21;CXCL16;GSDME;ADAMTS7
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	8/65	0.00276393434983619	0.053979970856439324	0	0	3.655978480801733	21.537735286078423	MUC1;PCNA;RFWD3;CDK2;E2F1;CDC25C;E2F7;E2F8
DNA replication-independent nucleosome assembly (GO:0006336)	6/39	0.002989625982812319	0.05738989246761714	0	0	4.729240989051544	27.48921922451158	CENPH;MIS18BP1;HAT1;HJURP;CENPN;ASF1B
negative regulation of cellular biosynthetic process (GO:0031327)	7/52	0.0030093404440144707	0.05738989246761714	0	0	4.0490816019271305	23.509106849824366	OPN3;ROCK2;CRY1;ATP2B4;SIRPA;BRCA1;GLA
regulation of exocytosis (GO:0017157)	7/52	0.0030093404440144707	0.05738989246761714	0	0	4.0490816019271305	23.509106849824366	FGB;FGA;ANXA1;SYT1;RAB3D;STXBP5;CLASP1
signal transduction in response to DNA damage (GO:0042770)	7/52	0.0030093404440144707	0.05738989246761714	0	0	4.0490816019271305	23.509106849824366	BRIP1;CHEK1;E2F1;INTS7;CLSPN;E2F7;RHNO1
ERBB signaling pathway (GO:0038127)	8/66	0.0030447668951033603	0.05772593142646253	0	0	3.5927572170495483	20.817624281399652	ADAM17;SHC1;PTK2B;PTK6;IQGAP1;PTPN12;PTK2;FAM83A
positive regulation of DNA replication (GO:0045740)	4/17	0.003083907607320436	0.0577920720400743	0	0	7.990034257240735	46.19484474195742	CDT1;PCNA;ATAD5;DNA2
regulation of establishment of endothelial barrier (GO:1903140)	4/17	0.003083907607320436	0.0577920720400743	0	0	7.990034257240735	46.19484474195742	ROCK1;ROCK2;F11R;VCL
negative regulation of protein modification process (GO:0031400)	9/81	0.003132503322038362	0.05836537798878374	0	0	3.257982336956522	18.785274673474756	LYN;MFHAS1;IGFBP3;ATP2B4;DAB2IP;CHP1;SIRPA;EPHB2;XDH
muscle contraction (GO:0006936)	12/129	0.0032003042587913197	0.05928792232572262	0	0	2.6778605659915344	15.382995174011546	TMOD1;GJC1;ACTC1;ASPH;ROCK1;CALD1;ROCK2;PXN;ITGA1;ANKRD2;CRYAB;VCL
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	8/67	0.003347303874721022	0.061658858874122466	0	0	3.5316790469838786	20.129158145870345	ROCK1;NCF2;ROCK2;PXN;DAB2IP;PTK2B;PTK2;VAV2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	9/82	0.0034052683144513507	0.06207871814672973	0	0	3.2131849315068495	18.258703406206834	CDKN1C;CCND3;ADAM17;BLM;CCNE1;CDC6;CDC25C;PKMYT1;CDC25A
regulation of nitric oxide biosynthetic process (GO:0045428)	6/40	0.0034083935318068763	0.06207871814672973	0	0	4.589906869378333	26.077621072187092	ROCK2;ATP2B4;SIRPA;JAK2;GLA;ASS1
positive regulation of extracellular matrix assembly (GO:1901203)	3/9	0.003654031808132572	0.06544956420975578	0	0	12.971024258760108	72.79240384756763	PHLDB1;PHLDB2;CLASP1
regulation of endothelial cell development (GO:1901550)	3/9	0.003654031808132572	0.06544956420975578	0	0	12.971024258760108	72.79240384756763	ROCK1;ROCK2;VCL
regulation of helicase activity (GO:0051095)	3/9	0.003654031808132572	0.06544956420975578	0	0	12.971024258760108	72.79240384756763	MSH6;MSH2;IFIT1
regulation of focal adhesion assembly (GO:0051893)	7/54	0.003736879863492568	0.06656573910682916	0	0	3.8763766361067864	21.667023786174706	SFRP1;ROCK1;ROCK2;PHLDB2;VCL;CLASP1;PTK2
regulation of cell cycle (GO:0051726)	21/296	0.0037639867924065605	0.06668221410372716	0	0	2.00190858864892	11.175207402069544	BARD1;HPGD;GBF1;DAB2IP;PTK6;DHCR24;IQGAP1;BRCA1;LIN9;MASTL;ALOX15B;CDC25A;SFRP1;FIGNL1;CHEK1;TRNP1;PCLAF;BIRC5;FBXO5;DTL;DLGAP5
response to UV (GO:0009411)	10/99	0.0038144265825246918	0.06672425537256274	0	0	2.929909042268593	16.31656070906946	MSH6;FEN1;PCNA;MSH2;SMPD1;PCLAF;USP1;DTL;CDC25A;RHNO1
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	13/149	0.003844392273732555	0.06672425537256274	0	0	2.4966550144648023	13.884247429902414	PLK4;TUBB;CDC25C;CDC25A;TUBA4A;HAUS8;CENPJ;CEP70;CDK2;NEK2;FBXO5;DTL;CLASP1
interleukin-6-mediated signaling pathway (GO:0070102)	4/18	0.0038494428649296234	0.06672425537256274	0	0	7.418931945247735	41.247977039098686	SOCS3;STAT1;JAK2;JAK1
epithelial cell migration (GO:0010631)	6/41	0.0038692658883534227	0.06672425537256274	0	0	4.458534699400735	24.765780262290683	KANK2;ANLN;ROCK1;STAT1;PXN;S100P
regulation of response to DNA damage stimulus (GO:2001020)	6/41	0.0038692658883534227	0.06672425537256274	0	0	4.458534699400735	24.765780262290683	RFWD3;USP1;CRY1;FBXO5;NPAS2;WDR76
cell-matrix adhesion (GO:0007160)	10/100	0.004100599155679761	0.07033937810959673	0	0	2.8972033257747545	15.924832061631365	FGB;FGA;ITGB4;ITGA11;ITGA1;EMP2;L1CAM;VCL;FBLN5;CD44
regulation of DNA recombination (GO:0000018)	6/42	0.00437471432460293	0.07425562220085181	0	0	4.33446098331078	23.544419551430845	MSH6;BLM;RAD51;MSH2;FIGNL1;CHEK1
regulation of double-strand break repair (GO:2000779)	6/42	0.00437471432460293	0.07425562220085181	0	0	4.33446098331078	23.544419551430845	RAD51;FIGNL1;DDX11;CHEK1;TIMELESS;DEK
negative regulation of cellular process (GO:0048523)	34/566	0.004419898278704293	0.0746318240602048	0	0	1.6829573934837092	9.124386761660139	KANK2;BLM;HPGD;NPAS2;ORC6;FRZB;CCN4;SIRPA;PTK2B;FBXO5;JAK2;EPHB2;PDE8A;MYBL1;E2F7;TNS2;LYN;SEMA4D;IGFBP3;ITGA1;DAB2IP;P3H2;HMGA1;CDC6;SOD2;ALOX15B;SFRP4;SFRP1;SFRP5;COPS8;CRYAB;TNFRSF21;PLPP1;GSDME
phosphorylation (GO:0016310)	26/400	0.004449366353215428	0.0747401332493493	0	0	1.8255672986099232	9.885435211832277	ROCK1;ROCK2;PRKAG2;AKT3;CHEK1;MKNK2;PTK2B;NEK2;JAK2;EPHB2;MAP4K5;JAK1;LYN;PLK4;IGFBP3;PTK6;CDC42BPB;PASK;HASPIN;MELK;CCNE1;CDK2;FAM20B;BIRC5;COQ8B;COPS8
negative regulation of programmed cell death (GO:0043069)	25/381	0.004635784379669901	0.07731672120514166	0	0	1.8433013420724096	9.9058089976098	KANK2;TNFAIP8;SHC1;RPS6KA3;FIGNL1;PTK2B;BARD1;STIL;ANXA1;OPN3;SEMA4D;BFAR;DHCR24;PTK2;KLHL20;TNFRSF10D;GREM1;SFRP1;GOLPH3;KRT18;BIRC5;CRYAB;SQSTM1;MET;CD44
morphogenesis of an epithelium (GO:0002009)	5/30	0.004650450535164288	0.07731672120514166	0	0	5.197297297297298	27.91359845710344	KDM2B;LAMA3;TIMELESS;VCL;KRT6A
negative regulation of phosphorylation (GO:0042326)	9/86	0.004687847353266226	0.07754082203718932	0	0	3.0456309994353474	16.33305445796111	CDKN1C;LYN;ROCK1;IGFBP3;DAB2IP;CHP1;SIRPA;EPHB2;XDH
regulation of centriole replication (GO:0046599)	4/19	0.00473401961016899	0.07790706383841556	0	0	6.923976608187134	37.063912634964176	PLK4;STIL;CENPJ;BRCA1
regulation of apoptotic process (GO:0042981)	42/742	0.004824078095365169	0.07898818780390847	0	0	1.5836415362731153	8.447358744994109	TOP2A;TNFAIP8;SHC1;ITSN1;LRP8;RPS6KA3;ADAMTSL4;FRZB;FIGNL1;SMPD1;E2F1;PTK2B;JAK2;IFT57;TGM2;UNC13B;BARD1;STIL;ANXA1;OPN3;SEMA4D;STAT1;IGFBP3;DAB2IP;DHCR24;BFAR;CIDEC;PTK2;TNFRSF10D;VAV2;KLHL20;GREM1;SFRP4;SFRP1;GOLPH3;MELK;KRT18;BIRC5;ATF6;CRYAB;SQSTM1;CD44
protein localization to plasma membrane (GO:0072659)	12/136	0.004909178313017244	0.0791241237921172	0	0	2.525766844166703	13.4286150107425	TMEM150A;ROCK1;CDH1;ROCK2;KCNB1;RAB3D;PKP2;MAP7;TSPAN5;EMP2;TTC7A;F11R
positive regulation of peptide hormone secretion (GO:0090277)	6/43	0.004927222126861107	0.0791241237921172	0	0	4.21709395457704	22.405335471243138	FGB;FGA;GLUD1;ACSL4;DOC2B;AACS
icosanoid metabolic process (GO:0006690)	7/57	0.005069136247870919	0.0791241237921172	0	0	3.6432249322493226	19.252931250062403	GGT5;HPGD;PON2;CYP2S1;ALOX5AP;CYP4F22;ALOX15B
regulation of mitotic nuclear division (GO:0007088)	7/57	0.005069136247870919	0.0791241237921172	0	0	3.6432249322493226	19.252931250062403	TOM1L2;EDN3;CHEK1;NEK2;FBXO5;CDC25C;PKMYT1
cellular response to hydroxyurea (GO:0072711)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	BLM;DDX11;TIMELESS
long-chain fatty acid import into cell (GO:0044539)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	ACSL1;SPX;ACSL3
negative regulation of toll-like receptor 4 signaling pathway (GO:0034144)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	LYN;MFHAS1;DAB2IP
negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	DAB2IP;XDH;DCN
regulation of DNA damage checkpoint (GO:2000001)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	RFWD3;CRY1;WDR76
telomeric loop disassembly (GO:0090657)	3/10	0.005076439774447988	0.0791241237921172	0	0	11.117443203696572	58.73506552933586	RECQL4;BLM;XRCC3
positive regulation of protein secretion (GO:0050714)	8/72	0.00522469199001108	0.08065929253150439	0	0	3.254918588873813	17.10251218832628	FGB;UNC13B;FGA;GLUD1;GOLPH3;ACSL4;DOC2B;AACS
positive regulation of secretion by cell (GO:1903532)	8/72	0.00522469199001108	0.08065929253150439	0	0	3.254918588873813	17.10251218832628	FGB;UNC13B;FGA;GOLPH3;EDN3;KCNB1;STXBP5;CLASP1
negative regulation of axon extension (GO:0030517)	5/31	0.00537778741168057	0.08223956032390758	0	0	4.997141372141372	26.112453558142402	SEMA4D;MAP2;SEMA3A;SEMA3E;SEMA3F
receptor signaling pathway via JAK-STAT (GO:0007259)	5/31	0.00537778741168057	0.08223956032390758	0	0	4.997141372141372	26.112453558142402	STAT1;STAT2;STAT4;PTK6;JAK2
transcription-coupled nucleotide-excision repair (GO:0006283)	8/73	0.005681160085794944	0.08544454121631562	0	0	3.2046759210938314	16.57009676206586	RFC5;POLD3;RFC3;RFC4;PCNA;RFC2;RPA1;COPS8
growth hormone receptor signaling pathway (GO:0060396)	4/20	0.00574549968697002	0.08544454121631562	0	0	6.4908906882591095	33.48870153756454	LYN;PXN;JAK2;PTK2
negative regulation of axon extension involved in axon guidance (GO:0048843)	4/20	0.00574549968697002	0.08544454121631562	0	0	6.4908906882591095	33.48870153756454	SEMA4D;SEMA3A;SEMA3E;SEMA3F
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	4/20	0.00574549968697002	0.08544454121631562	0	0	6.4908906882591095	33.48870153756454	FBXO5;CDC25C;DTL;CDC25A
regulation of nuclear division (GO:0051783)	4/20	0.00574549968697002	0.08544454121631562	0	0	6.4908906882591095	33.48870153756454	NEK2;FBXO5;CDC25C;PKMYT1
regulation of smooth muscle cell migration (GO:0014910)	4/20	0.00574549968697002	0.08544454121631562	0	0	6.4908906882591095	33.48870153756454	ACE;IGFBP5;IGFBP3;CCN4
collagen fibril organization (GO:0030199)	9/89	0.0058747082972608194	0.08657183772599808	0	0	2.930961277173913	15.056637870009485	GREM1;LOX;ITGB4;P4HA2;COL4A4;PXDN;LAMA3;P3H2;COL4A5
regulation of endothelial cell migration (GO:0010594)	9/89	0.0058747082972608194	0.08657183772599808	0	0	2.930961277173913	15.056637870009485	SPARC;ROCK2;ATOH8;DAB2IP;PTPRM;PTK2B;EMP2;DCN;PTK2
protein localization to cell periphery (GO:1990778)	12/140	0.006172217435064667	0.08881739724037013	0	0	2.446325034106412	12.446160820406169	TMEM150A;ROCK1;CDH1;ROCK2;KCNB1;RAB3D;PKP2;MAP7;TSPAN5;EMP2;TTC7A;F11R
liver development (GO:0001889)	5/32	0.006181932042232419	0.08881739724037013	0	0	4.811811811811812	24.473473599849576	ANXA1;ARID5B;MET;E2F7;E2F8
long-chain fatty acid transport (GO:0015909)	5/32	0.006181932042232419	0.08881739724037013	0	0	4.811811811811812	24.473473599849576	ACSL1;PRKAG2;SPX;SLC25A20;ACSL3
cellular response to radiation (GO:0071478)	6/45	0.006183366377435503	0.08881739724037013	0	0	4.000416363068596	20.345687315986325	BLM;OPN3;RAD51;FIGNL1;INTS7;RHNO1
zymogen activation (GO:0031638)	6/45	0.006183366377435503	0.08881739724037013	0	0	4.000416363068596	20.345687315986325	FGB;FGA;ASPH;CTSL;C1RL;VSIR
regulation of cell cycle process (GO:0010564)	10/106	0.0061914656928820635	0.08881739724037013	0	0	2.7152777777777777	13.806056413916018	PLK4;SFRP1;RMI2;SPAG5;CHEK1;NEK2;FBXO5;CDC25C;PKMYT1;TTL
positive regulation of protein modification process (GO:0031401)	16/214	0.006562089252531455	0.09194960039775729	0	0	2.1124274292998573	10.618002915854559	LYN;CDCA2;ACE;NNMT;SEMA4D;ROCK2;PELI2;SLC51B;PTK2;C3;CCND3;ADAM17;FAM161A;SMPD1;CHP1;PDE8A
fatty acid metabolic process (GO:0006631)	11/124	0.00665186706379308	0.09194960039775729	0	0	2.5386655735333123	12.72596927371794	GGT5;ACOT7;HPGD;ACSL1;ACOX1;PON2;ALOX5AP;ACSL5;ACSL4;ACSL3;ALOX15B
